location,date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions,new_tests,total_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,population
Canada,6/28/2021,1414461,730,26239,11,458,894,,,110856,36643986,0.0112,89.5,36429296,25731921,10696323,1052,704875,38067913
Canada,6/29/2021,1415151,690,26275,36,438,908,,,61585,36705571,0.0107,93.1,37017067,25789267,11226699,1101,587771,38067913
Canada,6/30/2021,1415652,501,26296,21,434,880,,,62821,36768392,0.0102,98,37623803,25845528,11777117,1158,606736,38067913
Canada,7/1/2021,1416026,374,26315,19,435,873,,,66167,36834559,0.0095,105,38086314,25886490,12198554,1270,462511,38067913
Canada,7/2/2021,1416684,658,26339,24,404,754,,,63015,36897574,0.0098,101.7,38653746,25942806,12709604,1336,567432,38067913
Canada,7/3/2021,1417059,375,26349,10,387,773,,,44743,36942317,0.0092,108.9,39015073,25973342,13040331,1400,361327,38067913
Canada,7/4/2021,1417407,348,26361,12,380,714,,,4093,36946410,0.0089,112.4,39336123,26003593,13331085,1445,321050,38067913
Canada,7/5/2021,1418016,609,26369,8,360,699,,,97375,37043785,0.0089,112.5,39937751,26059707,13876048,1996,601628,38067913
Canada,7/6/2021,1418443,427,26382,13,353,746,,,42784,37086569,0.0086,115.7,40420180,26101765,14315888,2527,482429,38067913
Canada,7/7/2021,1418970,527,26388,6,339,744,,,62189,37148758,0.0087,114.6,40923612,26144812,14776180,2620,503432,38067913
Canada,7/8/2021,1419544,574,26406,18,335,705,,,66248,37215006,0.0092,108.1,41545231,26204637,15337883,2711,621619,38067913
Canada,7/9/2021,1420089,545,26420,14,322,686,,,64407,37279413,0.0089,112.1,42091454,26255498,15833178,2778,546223,38067913
Canada,7/10/2021,1420458,369,26429,9,317,664,,,48663,37328076,0.0088,113.5,42457323,26289540,16164935,2848,365869,38067913
Canada,7/11/2021,1420764,306,26437,8,319,617,,,4739,37332815,0.0087,115.1,42743119,26316981,16423251,2887,285796,38067913
Canada,7/12/2021,1421218,454,26440,3,318,604,,,121240,37454055,0.0078,128.1,43247927,26370720,16874288,2919,504808,38067913
Canada,7/13/2021,1421572,354,26451,11,307,627,,,110421,37564476,0.0065,152.7,43663362,26409089,17251309,2964,415435,38067913
Canada,7/14/2021,1421904,332,26459,8,290,617,,,49284,37613760,0.0063,158.5,44089772,26452910,17633834,3028,426410,38067913
Canada,7/15/2021,1422306,402,26473,14,273,597,,,65627,37679387,0.0059,168.1,44528300,26498406,18026795,3099,438528,38067913
Canada,7/16/2021,1422659,353,26490,17,259,588,,,68160,37747547,0.0055,182.2,44960292,26544338,18412793,3161,431992,38067913
Canada,7/17/2021,1423028,369,26494,4,252,571,,,46674,37794221,0.0055,181.4,45262147,26577081,18681854,3212,301855,38067913
Canada,7/18/2021,1423368,340,26501,7,252,534,,,4023,37798244,0.0056,178.7,45487491,26600873,18883349,3269,225344,38067913
Canada,7/19/2021,1423922,554,26505,4,250,519,,,109242,37907486,0.006,167.7,45913764,26643869,19266611,3284,426273,38067913
Canada,7/20/2021,1424238,316,26509,4,249,537,,,40215,37947701,0.007,143.7,46248907,26680105,19565469,3333,335143,38067913
Canada,7/21/2021,1424735,497,26513,4,248,520,,,46839,37994540,0.0074,134.5,46634390,26719846,19911150,3394,385483,38067913
Canada,7/22/2021,1425118,383,26527,14,242,523,,,60025,38054565,0.0075,133.4,47015757,26762054,20250237,3466,381367,38067913
Canada,7/23/2021,1425724,606,26540,13,234,506,,,56708,38111273,0.0084,118.7,47370865,26802924,20564400,3541,355108,38067913
Canada,7/24/2021,1426121,397,26545,5,231,491,,,36045,38147318,0.0088,114.2,47619920,26833628,20782670,3622,249055,38067913
Canada,7/25/2021,1426451,330,26549,4,228,452,,,4094,38151412,0.0087,114.6,47816827,26856812,20956259,3756,196907,38067913
Canada,7/26/2021,1427383,932,26553,4,225,456,,,115934,38267346,0.0096,104,48207965,26898464,21305448,4053,391138,38067913
Canada,7/27/2021,1427933,550,26561,8,228,476,,,38863,38306209,0.0103,97,48486961,26934981,21547505,4475,278996,38067913
Canada,7/28/2021,1428696,763,26571,10,218,458,,,44907,38351116,0.0111,90,48762276,26974027,21783373,4876,275315,38067913
Canada,7/29/2021,1429597,901,26577,6,219,454,,,58254,38409370,0.0126,79.2,49032369,27013432,22013722,5215,270093,38067913
Canada,7/30/2021,1430496,899,26593,16,207,447,,,57498,38466868,0.0134,74.5,49289950,27051996,22232428,5526,257581,38067913
Canada,7/31/2021,1431027,531,26599,6,201,444,,,62250,38529118,0.0128,77.8,49471379,27077956,22387511,5912,181429,38067913
Canada,8/1/2021,1431464,437,26601,2,199,419,,,48738,38577856,0.0118,85.1,49616532,27098523,22511850,6159,145153,38067913
Canada,8/2/2021,1431818,354,26602,1,199,430,,,39737,38617593,0.0127,79,49710647,27110955,22593297,6395,94115,38067913
Canada,8/3/2021,1433795,1977,26608,6,196,428,,,34695,38652288,0.0169,59,49989091,27149857,22832510,6724,278444,38067913
Canada,8/4/2021,1434754,959,26619,11,202,475,,,61348,38713636,0.0167,59.8,50156034,27178543,22970427,7064,166943,38067913
Canada,8/5/2021,1436198,1444,26638,19,200,480,,,54237,38767873,0.0184,54.3,50345364,27212837,23125079,7448,189330,38067913
Canada,8/6/2021,1437715,1517,26655,17,202,488,,,68031,38835904,0.0196,51.1,50520641,27245008,23267702,7931,175277,38067913
Canada,8/7/2021,1438467,752,26664,9,203,515,,,52603,38888507,0.0207,48.3,50648214,27267957,23371737,8520,127573,38067913
Canada,8/8/2021,1439265,798,26670,6,206,462,,,4910,38893417,0.0247,40.5,50748242,27284667,23454726,8849,100028,38067913
Canada,8/9/2021,1442109,2844,26679,9,202,493,,,131017,39024434,0.0253,39.5,50933683,27317545,23607045,9093,185441,38067913
Canada,8/10/2021,1443448,1339,26684,5,207,512,,,45617,39070051,0.0231,43.3,51070117,27343839,23716717,9561,136434,38067913
Canada,8/11/2021,1445317,1869,26689,5,219,530,,,55134,39125185,0.0257,39,51207067,27371466,23825594,10007,136950,38067913
Canada,8/12/2021,1447453,2136,26693,4,233,571,,,73972,39199157,0.0261,38.3,51359334,27403699,23945201,10434,152267,38067913
Canada,8/13/2021,1449860,2407,26699,6,235,583,,,72132,39271289,0.0279,35.8,51506588,27437199,24058411,10978,147254,38067913
Canada,8/14/2021,1450999,1139,26702,3,236,600,,,54585,39325874,0.0287,34.9,51622673,27460625,24150522,11526,116085,38067913
Canada,8/15/2021,1451974,975,26701,-1,241,559,,,4774,39330648,0.0291,34.4,51720513,27479340,24229281,11892,97840,38067913
Canada,8/16/2021,1455966,3992,26705,4,261,597,,,122418,39453066,0.0323,30.9,51884824,27512130,24360564,12130,164311,38067913
Canada,8/17/2021,1457779,1813,26720,15,274,687,,,66414,39519480,0.0319,31.4,52021878,27540862,24468475,12541,137054,38067913
Canada,8/18/2021,1460186,2407,26762,42,288,706,,,57964,39577444,0.0329,30.4,52146607,27570871,24562728,13008,124729,38067913
Canada,8/19/2021,1462918,2732,26784,22,284,743,,,76230,39653674,0.034,29.4,52283603,27607885,24662167,13551,136996,38067913
Canada,8/20/2021,1465909,2991,26790,6,303,782,,,77557,39731231,0.0349,28.7,52411450,27644554,24752920,13976,127847,38067913
Canada,8/21/2021,1467348,1439,26791,1,298,802,,,79411,39810642,0.0337,29.7,52512549,27670230,24827798,14521,101099,38067913
Canada,8/22/2021,1468753,1405,26793,2,306,773,,,64600,39875242,0.0308,32.5,52590282,27688705,24886760,14817,77733,38067913
Canada,8/23/2021,1473687,4934,26815,22,345,845,,,57327,39932569,0.037,27.1,52711221,27718645,24977514,15062,120939,38067913
Canada,8/24/2021,1475999,2312,26849,34,352,960,,,72324,40004893,0.0375,26.6,52827253,27750164,25061592,15497,116032,38067913
Canada,8/25/2021,1479331,3332,26856,7,367,991,,,62211,40067104,0.0391,25.6,52932078,27785144,25130993,15941,104825,38067913
Canada,8/26/2021,1482698,3367,26865,9,388,1051,,,83484,40150588,0.0398,25.1,53054685,27825302,25212942,16441,122607,38067913
Canada,8/27/2021,1486454,3756,26891,26,395,1092,,,84945,40235533,0.0407,24.5,53169890,27864937,25288011,16942,115205,38067913
Canada,8/28/2021,1488248,1794,26899,8,402,1142,,,89614,40325147,0.0406,24.6,53250502,27889979,25342990,17533,80612,38067913
Canada,8/29/2021,1489825,1577,26902,3,398,1011,,,80653,40405800,0.0397,25.2,53318129,27909420,25390677,18032,67627,38067913
Canada,8/30/2021,1496326,6501,26919,17,432,1116,,,70390,40476190,0.0416,24,53441516,27952530,25470637,18349,123387,38067913
Canada,8/31/2021,1499186,2860,26933,14,452,1290,,,63438,40539628,0.0434,23.1,53523195,27981794,25522625,18776,81679,38067913
Canada,9/1/2021,1503047,3861,26963,30,465,1352,,,66004,40605632,0.044,22.7,53620885,28016422,25584928,19535,97690,38067913
Canada,9/2/2021,1507076,4029,26992,29,473,1360,,,87567,40693199,0.0449,22.3,53715070,28054857,25639587,20626,94185,38067913
Canada,9/3/2021,1511238,4162,27007,15,489,1416,,,88400,40781599,0.0454,22,53824217,28101251,25700670,22296,109147,38067913
Canada,9/4/2021,1513209,1971,27017,10,491,1402,,,88705,40870304,0.0458,21.8,53906210,28134625,25747556,24029,81993,38067913
Canada,9/5/2021,1515198,1989,27022,5,501,1359,,,79147,40949451,0.0467,21.4,53968230,28158059,25784916,25255,62020,38067913
Canada,9/6/2021,1516725,1527,27025,3,526,1401,,,73872,41023323,0.0373,26.8,54004801,28172678,25806079,26044,36571,38067913
Canada,9/7/2021,1525659,8934,27068,43,567,1567,,,61717,41085040,0.0485,20.6,54107192,28214616,25865904,26672,102391,38067913
Canada,9/8/2021,1529305,3646,27108,40,598,1739,,,66077,41151117,0.0481,20.8,54191595,28250430,25912880,28285,84403,38067913
Canada,9/9/2021,1533500,4195,27135,27,597,1789,,,77185,41228302,0.0494,20.3,54289292,28292444,25966696,30152,97697,38067913
Canada,9/10/2021,1538131,4631,27171,36,616,1824,,,96398,41324700,0.0495,20.2,54387369,28334262,26021043,32064,98077,38067913
Canada,9/11/2021,1539361,1230,27187,16,626,1845,,,97707,41422407,0.0474,21.1,54460241,28362033,26064301,33907,72872,38067913
Canada,9/12/2021,1542348,2987,27199,12,632,1771,,,90933,41513340,0.0481,20.8,54517214,28382212,26099675,35327,56973,38067913
Canada,9/13/2021,1551145,8797,27239,40,671,1907,,,80018,41593358,0.0604,16.6,54616618,28425455,26154961,36202,99404,38067913
Canada,9/14/2021,1555130,3985,27264,25,687,2012,,,75502,41668860,0.0505,19.8,54689751,28458037,26194308,37406,73133,38067913
Canada,9/15/2021,1559415,4285,27306,42,690,2071,,,83652,41752512,0.0501,20,54773060,28494515,26239859,38686,83309,38067913
Canada,9/16/2021,1564116,4701,27326,20,703,2091,,,108965,41861477,0.0484,20.7,54869083,28534794,26293698,40591,96023,38067913
Canada,9/17/2021,1569194,5078,27371,45,712,2126,,,112092,41973569,0.0479,20.9,55028083,28590001,26352475,85607,159000,38067913
Canada,9/18/2021,1571358,2164,27385,14,704,2119,,,114844,42088413,0.048,20.8,55096636,28615738,26393304,87594,68553,38067913
Canada,9/19/2021,1573358,2000,27396,11,705,2061,,,102394,42190807,0.0458,21.8,55152386,28635774,26427763,88849,55750,38067913
Canada,9/20/2021,1581936,8578,27435,39,725,2125,,,96459,42287266,0.0444,22.5,55292065,28702877,26494054,95134,139679,38067913
Canada,9/21/2021,1585767,3831,27489,54,725,2298,,,83252,42370518,0.0437,22.9,55391073,28746880,26544927,99266,99008,38067913
Canada,9/22/2021,1589639,3872,27538,49,749,2318,,,90615,42461133,0.0427,23.4,55491208,28791951,26596103,103154,100135,38067913
Canada,9/23/2021,1594242,4603,27582,44,742,2358,,,116899,42578032,0.042,23.8,55606675,28841173,26656853,108649,115467,38067913
Canada,9/24/2021,1598847,4605,27621,39,768,2375,,,126785,42704817,0.0406,24.7,55772527,28891572,26722030,158925,165852,38067913
Canada,9/25/2021,1600109,1262,27636,15,754,2399,,,120336,42825153,0.039,25.6,55847009,28917922,26768204,160883,74482,38067913
Canada,9/26/2021,1601420,1311,27646,10,753,2275,,,96360,42921513,0.0384,26,55915574,28942566,26810928,162080,68565,38067913
Canada,9/27/2021,1612433,11013,27700,54,784,2272,,,84506,43006019,0.0424,23.6,56036808,28992713,26872085,172010,121234,38067913
Canada,9/28/2021,1615921,3488,27756,56,779,2502,,,118497,43124516,0.04,25,56114866,29024622,26913108,177136,78058,38067913
Canada,9/29/2021,1620191,4270,27820,64,778,2462,,,90685,43215201,0.0405,24.7,56213062,29066621,26963783,182658,98196,38067913
Canada,9/30/2021,1623900,3709,27863,43,780,2501,,,117680,43332881,0.0393,25.5,56312456,29103825,27019931,188700,99394,38067913
Canada,10/1/2021,1629247,5347,27922,59,754,2446,,,123385,43456266,0.0405,24.7,56406727,29133965,27072837,199925,94271,38067913
Canada,10/2/2021,1631219,1972,27946,24,752,2435,,,120803,43577069,0.0414,24.2,56467059,29154116,27111048,201895,60332,38067913
Canada,10/3/2021,1632753,1534,27954,8,760,2329,,,99681,43676750,0.0415,24.1,56516683,29171486,27142252,202945,49624,38067913
Canada,10/4/2021,1640830,8077,28003,49,764,2343,,,98451,43775201,0.0369,27.1,56621294,29210115,27201011,210168,104611,38067913
Canada,10/5/2021,1643497,2667,28051,48,759,2522,,,82466,43857667,0.0376,26.6,56699567,29240981,27244079,214507,78273,38067913
Canada,10/6/2021,1647222,3725,28113,62,752,2535,,,87463,43945130,0.037,27,56822762,29273255,27290541,258966,123195,38067913
Canada,10/7/2021,1651300,4078,28142,29,746,2563,,,122731,44067861,0.0373,26.8,56909034,29304503,27335305,269226,86272,38067913
Canada,10/8/2021,1655433,4133,28187,45,746,2554,,,118195,44186056,0.0359,27.9,57007364,29337986,27385016,284362,98330,38067913
Canada,10/9/2021,1657308,1875,28196,9,752,2530,,,120991,44307047,0.0357,28,57071141,29360765,27422667,287709,63777,38067913
Canada,10/10/2021,1659051,1743,28204,8,753,2429,,,104882,44411929,0.0358,28,57122861,29378382,27454543,289936,51720,38067913
Canada,10/11/2021,1660533,1482,28216,12,745,2450,,,90201,44502130,0.0271,36.9,57149288,29388834,27469924,290530,26427,38067913
Canada,10/12/2021,1667668,7135,28291,75,741,2379,,,69946,44572076,0.0338,29.6,57260837,29432148,27519577,309112,111549,38067913
Canada,10/13/2021,1670277,2609,28370,79,737,2466,,,69775,44641851,0.0331,30.2,57351315,29447367,27567212,336736,90478,38067913
Canada,10/14/2021,1673457,3180,28422,52,731,2460,,,83845,44725696,0.0337,29.7,57451347,29478845,27618125,354377,100032,38067913
Canada,10/15/2021,1676883,3426,28469,47,736,2447,,,110644,44836340,0.033,30.3,57552515,29512241,27668159,372115,101168,38067913
Canada,10/16/2021,1678562,1679,28483,14,740,2412,,,114118,44950458,0.033,30.3,57606099,29529148,27700461,376490,53584,38067913
Canada,10/17/2021,1679937,1375,28494,11,743,2328,,,102220,45052678,0.0326,30.7,57652265,29544522,27729050,378693,46166,38067913
Canada,10/18/2021,1685424,5487,28565,71,745,2296,,,87734,45140412,0.039,25.6,57762356,29570871,27787036,404449,110091,38067913
Canada,10/19/2021,1687646,2222,28604,39,717,2407,,,72387,45212799,0.0312,32.1,57837476,29590006,27823372,424098,75120,38067913
Canada,10/20/2021,1690310,2664,28645,41,695,2329,,,78176,45290975,0.0309,32.4,57919716,29612452,27868142,439122,82240,38067913
Canada,10/21/2021,1693181,2871,28668,23,687,2321,,,103462,45394437,0.0295,33.9,58007042,29638812,27911338,456892,87326,38067913
Canada,10/22/2021,1695847,2666,28730,62,670,2239,,,101847,45496284,0.0287,34.8,58100068,29664023,27959770,476275,93026,38067913
Canada,10/23/2021,1697661,1814,28746,16,654,2227,,,93582,45589866,0.0299,33.5,58148164,29678581,27988077,481506,48096,38067913
Canada,10/24/2021,1699277,1616,28750,4,648,2084,,,87124,45676990,0.031,32.3,58187183,29691081,28012760,483342,39019,38067913
Canada,10/25/2021,1702653,3376,28806,56,645,2036,,,77884,45754874,0.028,35.7,58289378,29711890,28072232,505256,102195,38067913
Canada,10/26/2021,1704403,1750,28842,36,643,2133,,,64544,45819418,0.0276,36.2,58371733,29730656,28112904,528173,82355,38067913
Canada,10/27/2021,1706914,2511,28882,40,636,2102,,,64229,45883647,0.028,35.7,58446220,29748503,28152783,544934,74487,38067913
Canada,10/28/2021,1709557,2643,28929,47,638,2048,,,111677,45995324,0.0273,36.7,58528221,29771425,28193077,563719,82001,38067913
Canada,10/29/2021,1712146,2589,28953,24,630,2027,,,96988,46092312,0.0273,36.6,58604479,29796151,28232591,575737,76258,38067913
Canada,10/30/2021,1713883,1737,28965,12,631,2017,,,92802,46185114,0.0273,36.7,58647525,29807715,28257567,582243,43046,38067913
Canada,10/31/2021,1715462,1579,28970,5,630,1900,,,72750,46257864,0.0279,35.9,58682096,29817829,28280047,584220,34571,38067913
Canada,11/1/2021,1718510,3048,29024,54,593,1858,,,66084,46323948,0.0279,35.9,58768684,29830486,28324643,613555,86588,38067913
Canada,11/2/2021,1720346,1836,29057,33,589,1975,,,83093,46407041,0.0271,36.9,58823637,29837829,28345138,640670,54953,38067913
Canada,11/3/2021,1722595,2249,29095,38,586,1987,,,71327,46478368,0.0264,37.9,58898328,29854753,28379118,664457,74691,38067913
Canada,11/4/2021,1725184,2589,29115,20,555,1947,,,102178,46580546,0.0267,37.4,58975221,29873364,28414026,687831,76893,38067913
Canada,11/5/2021,1727718,2534,29133,18,539,1905,,,99061,46679607,0.0265,37.7,59046604,29889147,28446709,710748,71383,38067913
Canada,11/6/2021,1729128,1410,29140,7,542,1885,,,98119,46777726,0.0257,38.9,59077651,29896719,28460991,719941,31047,38067913
Canada,11/7/2021,1730519,1391,29151,11,534,1768,,,90754,46868480,0.0247,40.6,59106882,29905414,28478818,722650,29231,38067913
Canada,11/8/2021,1735117,4598,29194,43,518,1704,,,81810,46950290,0.0265,37.7,59199511,29923986,28522993,752532,92629,38067913
Canada,11/9/2021,1737461,2344,29218,24,522,1855,,,72057,47022347,0.0278,36,59270949,29932991,28546674,791284,71438,38067913
Canada,11/10/2021,1740038,2577,29251,33,513,1783,,,73495,47095842,0.0282,35.4,59358396,29957032,28581916,819448,87447,38067913
Canada,11/11/2021,1741595,1557,29267,16,503,1778,,,104315,47200157,0.0265,37.8,59399785,29967669,28601613,830503,41389,38067913
Canada,11/12/2021,1745408,3813,29310,43,493,1705,,,95840,47295997,0.0287,34.8,59489649,29985788,28639191,864670,89864,38067913
Canada,11/13/2021,1746925,1517,29325,15,495,1749,,,89517,47385514,0.0293,34.2,59525220,29995360,28657208,872652,35571,38067913
Canada,11/14/2021,1748400,1475,29338,13,495,1613,,,80674,47466188,0.0299,33.4,59554001,30003748,28674737,875516,28781,38067913
Canada,11/15/2021,1752480,4080,29385,47,496,1590,,,74146,47540334,0.0294,34,59645195,30019752,28709667,915776,91194,38067913
Canada,11/16/2021,1754387,1907,29404,19,486,1762,,,68133,47608467,0.0289,34.6,59709923,30031311,28734721,943891,64728,38067913
Canada,11/17/2021,1756825,2438,29432,28,484,1731,,,70314,47678781,0.0288,34.7,59785947,30049969,28767835,968143,76024,38067913
Canada,11/18/2021,1759563,2738,29463,31,468,1699,,,111659,47790440,0.0304,32.9,59861491,30067390,28798541,995560,75544,38067913
Canada,11/19/2021,1762439,2876,29482,19,464,1678,,,99380,47889820,0.0287,34.9,59927031,30080313,28824276,1022442,65540,38067913
Canada,11/20/2021,1764302,1863,29492,10,464,1690,,,94082,47983902,0.029,34.4,59959686,30089856,28841059,1028771,32655,38067913
Canada,11/21/2021,1765902,1600,29499,7,468,1509,,,84616,48068518,0.0291,34.4,59981502,30097084,28853929,1030489,21816,38067913
Canada,11/22/2021,1770114,4212,29527,28,473,1494,,,80009,48148527,0.029,34.5,60072911,30112161,28887249,1073501,91409,38067913
Canada,11/23/2021,1772331,2217,29556,29,472,1672,,,66511,48215038,0.0296,33.8,60108942,30120513,28902448,1085981,36031,38067913
Canada,11/24/2021,1774958,2627,29581,25,473,1653,,,74047,48289085,0.0297,33.7,60161477,30120928,28914962,1125587,52535,38067913
Canada,11/25/2021,1779126,4168,29601,20,477,1577,,,99100,48388185,0.0327,30.6,60231605,30138154,28939125,1154326,70128,38067913
Canada,11/26/2021,1782179,3053,29619,18,476,1568,,,97402,48485587,0.0331,30.2,60318215,30171058,28964500,1182657,86610,38067913
Canada,11/27/2021,1784362,2183,29629,10,466,1549,,,97219,48582806,0.0335,29.9,60386453,30219987,28977403,1189063,68238,38067913
Canada,11/28/2021,1786299,1937,29634,5,465,1414,,,84172,48666978,0.0341,29.3,60460043,30280365,28987779,1191899,73590,38067913
Canada,11/29/2021,1790154,3855,29671,37,470,1456,,,73349,48740327,0.0339,29.5,60595966,30349439,29010587,1235940,135923,38067913
Canada,11/30/2021,1792511,2357,29688,17,470,1582,,,66820,48807147,0.0341,29.3,60707051,30417797,29024735,1264519,111085,38067913
Canada,12/1/2021,1795641,3130,29715,27,466,1618,,,88448,48895595,0.0341,29.3,60824590,30471422,29047132,1306036,117539,38067913
Canada,12/2/2021,1798875,3234,29738,23,461,1574,,,105069,49000664,0.0322,31,60950208,30542428,29065536,1342244,125618,38067913
Canada,12/3/2021,1802362,3487,29758,20,454,1526,,,99244,49099908,0.0329,30.4,61829680,30612370,29082569,2134741,879472,38067913
Canada,12/4/2021,1805072,2710,29767,9,467,1518,,,139984,49239892,0.0315,31.7,61953068,30668945,29093311,2190812,123388,38067913
Canada,12/5/2021,1807700,2628,29769,2,469,1373,,,92443,49332335,0.0322,31.1,62058480,30732468,29101944,2224068,105412,38067913
Canada,12/6/2021,1812229,4529,29801,32,473,1312,,,83222,49415557,0.0327,30.6,62238793,30819687,29123034,2296072,180313,38067913
Canada,12/7/2021,1815226,2997,29828,27,466,1531,,,102883,49518440,0.0319,31.3,62421440,30877367,29137200,2406873,182647,38067913
Canada,12/8/2021,1818748,3522,29853,25,446,1503,,,82476,49600916,0.0328,30.5,62604945,30936861,29157343,2510741,183505,38067913
Canada,12/9/2021,1823012,4264,29877,24,443,1464,,,110197,49711113,0.034,29.4,62779477,30994762,29168167,2616548,174532,38067913
Canada,12/10/2021,1825936,2924,29901,24,439,1446,,,117901,49829014,0.0323,30.9,63018440,31038074,29181016,2799350,238963,38067913
Canada,12/11/2021,1831729,5793,29911,10,435,1452,,,117170,49946184,0.0377,26.5,63155861,31079447,29191699,2884715,137421,38067913
Canada,12/12/2021,1835218,3489,29920,9,450,1354,,,105570,50051754,0.0383,26.1,63263942,31125431,29199358,2939153,108081,38067913
Canada,12/13/2021,1841151,5933,29942,22,458,1362,,,96223,50147977,0.0395,25.3,63463309,31198451,29217482,3047376,199367,38067913
Canada,12/14/2021,1845545,4394,29970,28,472,1530,,,115593,50263570,0.0407,24.6,63723001,31233770,29229324,3259907,259692,38067913
Canada,12/15/2021,1851400,5855,29995,25,458,1513,,,100611,50364181,0.0428,23.4,63984254,31281284,29244693,3458277,261253,38067913
Canada,12/16/2021,1858528,7128,30013,18,453,1461,,,128108,50492289,0.0455,22,64277543,31327805,29254895,3694843,293289,38067913
Canada,12/17/2021,1867657,9129,30033,20,443,1503,,,143542,50635831,0.0517,19.3,64602238,31368914,29270094,3963230,324695,38067913
Canada,12/18/2021,1875209,7552,30041,8,450,1551,,,145929,50781760,0.052,19.2,64863468,31398083,29279704,4185681,261230,38067913
Canada,12/19/2021,1883955,8746,30046,5,461,1488,,,141911,50923671,0.0559,17.9,65075658,31431822,29287131,4356705,212190,38067913
Canada,12/20/2021,1898308,14353,30064,18,470,1480,,,139263,51062934,0.0625,16,65399654,31485760,29308909,4604985,323996,38067913
Canada,12/21/2021,1910080,11772,30086,22,475,1630,,,137814,51200748,0.0689,14.5,65820170,31527119,29316253,4976798,420516,38067913
Canada,12/22/2021,1925042,14962,30114,28,466,1656,,,134606,51335354,0.0758,13.2,66264629,31563883,29336821,5363925,444459,38067913
Canada,12/23/2021,1945707,20665,30132,18,476,1710,,,150998,51486352,0.0877,11.4,66731702,31598515,29352145,5781042,467073,38067913
Canada,12/24/2021,1969756,24049,30146,14,462,1761,,,178313,51664665,0.0992,10.1,67101613,31622500,29361888,6117225,369911,38067913
Canada,12/25/2021,1990194,20438,30153,7,462,1761,,,181214,51845879,0.1081,9.3,67194024,31627692,29366937,6199395,92411,38067913
Canada,12/26/2021,2008628,18434,30163,10,462,1761,,,176833,52022712,0.1134,8.8,67207931,31628194,29367201,6212536,13907,38067913
Canada,12/27/2021,2029777,21149,30190,27,474,1733,,,136041,52158753,0.12,8.3,67290049,31631651,29369067,6289331,82118,38067913
Canada,12/28/2021,2053595,23818,30219,29,497,1999,,,118523,52277276,0.1333,7.5,67569309,31644835,29377904,6546570,279260,38067913
Canada,12/29/2021,2102482,48887,30254,35,499,2418,,,130829,52408105,0.1654,6,68084993,31684780,29391565,7008648,515684,38067913
Canada,12/30/2021,2142153,39671,30281,27,514,2820,,,152638,52560743,0.1828,5.5,68427384,31706089,29402591,7318704,342391,38067913
Canada,12/31/2021,2182760,40607,30319,38,544,3148,,,101486,52662229,0.2135,4.7,68756211,31726971,29414103,7615137,328827,38067913
Canada,1/1/2022,2219811,37051,30340,21,555,3416,,,96064,52758293,0.2517,4,68858661,31734056,29419071,7705534,102450,38067913
Canada,1/2/2022,2253626,33815,30370,30,574,3289,,,15657,52773950,0.3261,3.1,68880711,31735384,29420224,7725103,22050,38067913
Canada,1/3/2022,2292919,39293,30400,30,615,3614,,,14510,52788460,0.4179,2.4,68978614,31742381,29425975,7810258,97903,38067913
Canada,1/4/2022,2340761,47842,30436,36,662,4059,,,601278,53389738,0.2581,3.9,69562458,31779591,29450265,8332602,583844,38067913
Canada,1/5/2022,2379115,38354,30525,89,701,5083,,,137777,53527515,0.2471,4,69952213,31801497,29467043,8683673,389755,38067913
Canada,1/6/2022,2420789,41674,30585,60,753,5532,,,145814,53673329,0.2504,4,70370584,31820330,29490152,9060102,418371,38067913
Canada,1/7/2022,2465300,44511,30668,83,793,5981,,,152673,53826002,0.2428,4.1,70798251,31850400,29504056,9443795,427667,38067913
Canada,1/8/2022,2496203,30903,30699,31,858,6286,,,100599,53926601,0.2366,4.2,71098745,31867806,29517260,9713679,300494,38067913
Canada,1/9/2022,2525386,29183,30765,66,896,6255,,,17880,53944481,0.2322,4.3,71315287,31884647,29528397,9902243,216542,38067913
Canada,1/10/2022,2584277,58891,30861,96,917,6733,,,345284,54289765,0.1941,5.2,71716169,31912898,29551323,10251948,400882,38067913
Canada,1/11/2022,2615168,30891,30957,96,980,7829,,,115867,54405632,0.2701,3.7,72136498,31935003,29570238,10631257,420329,38067913
Canada,1/12/2022,2648208,33040,31081,124,1022,8314,,,167710,54573342,0.2573,3.9,72537602,31958617,29590157,10988828,401104,38067913
Canada,1/13/2022,2679209,31001,31191,110,1027,8737,,,148730,54722072,0.2464,4.1,72959024,31986866,29612110,11360048,421422,38067913
Canada,1/14/2022,2719532,40323,31324,133,1053,9191,,,143464,54865536,0.2446,4.1,73355030,32015303,29635733,11703994,396006,38067913
Canada,1/15/2022,2738532,19000,31464,140,1086,9463,,,90019,54955555,0.2355,4.2,73642492,32036485,29655803,11950204,287462,38067913
Canada,1/16/2022,2756782,18250,31529,65,1118,9240,,,10402,54965957,0.2265,4.4,73853084,32055759,29671835,12125490,210592,38067913
Canada,1/17/2022,2800886,44104,31676,147,1147,10070,,,268705,55234662,0.2292,4.4,74283833,32088318,29691756,12503759,430749,38067913
Canada,1/18/2022,2821804,20918,31827,151,1185,10560,,,161143,55395805,0.2087,4.8,74554401,32100840,29701817,12751744,270568,38067913
